Name,Powerstate,Template,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Change Version,CPU,Memory,RAM,NICs,Disks,Network #1,Network #2,Network #3,Network #4,Num Monitors,Video Ram KB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MB,SpaceGB,In Use MB,Unshared MB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Annotation,SRM-com.vmware.vcDr:::protected,VRM Owner,vrmManagedMachine,XtremSW administration,Datacenter,Cluster,Host,OS according to the configuration file,OS,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
dca-acc1051,poweredOn,FALSE,green,DCA-ACC1051.dtenet.com,connected,running,gray,FALSE,11/13/2018 14:32,,2018-11-13T19:32:36.663747Z,2,"4,096",4,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"106,682",104,"106,682","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-acc1051/dca-acc1051.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-899,423f539c-a9e1-176c-58ba-d51606bbafec,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1052,poweredOn,FALSE,green,DCA-ACC1052.dtenet.com,connected,running,green,FALSE,11/13/2018 8:16,,2018-11-13T13:16:18.363989Z,4,"8,192",8,2,3,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"264,380",258,"264,380","256,000",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002d] dca-acc1052/dca-acc1052.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-900,423f1987-2761-91e3-bded-f957492378e8,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1053,poweredOn,FALSE,green,DCA-ACC1053.dtenet.com,connected,running,green,FALSE,11/5/2018 15:11,,2018-11-05T20:11:11.678982Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,980",158,"161,980","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002e] dca-acc1053/dca-acc1053.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-905,423f7a79-180a-9d88-f47d-daad17ebbc66,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1054,poweredOn,FALSE,green,DCA-ACC1054.dtenet.com,connected,running,green,FALSE,11/13/2018 23:46,,2018-11-14T04:46:09.531671Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,980",158,"161,980","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002d] dca-acc1054/dca-acc1054.vmx,,,,,,ADC,ADC-Windows,vm109ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-906,423f7282-9ff0-1667-73aa-12a2d3f68f92,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1055,poweredOn,FALSE,green,dca-acc1055.dtenet.com,connected,running,green,FALSE,11/14/2018 10:50,,2018-11-14T15:50:48.524032Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,996",158,"161,996","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00014] dca-acc1055/dca-acc1055.vmx,,,,,,ADC,ADC-Windows,vm173ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-915,423f06f4-d7bb-5b06-31a1-b93dc95c0b0a,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1056,poweredOn,FALSE,green,dca-acc1056.dtenet.com,connected,running,green,FALSE,11/13/2018 21:06,,2018-11-14T02:05:35.007108Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,980",158,"161,980","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002d] dca-acc1056/dca-acc1056.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-916,423f015f-10a3-3a24-a4f0-c6f64859e1e4,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1075,poweredOn,FALSE,green,dca-acc1075.dtenet.com,connected,running,green,FALSE,11/13/2018 21:38,,2018-11-14T02:37:28.74335Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"284,860",278,"284,860","276,480",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00013] dca-acc1075/dca-acc1075.vmx,,,,,,ADC,ADC-Windows,vm107ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-994,423f06b5-5190-100b-1a4b-d70126ad8f50,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1082,poweredOn,FALSE,green,dca-acc1082.dtenet.com,connected,running,gray,FALSE,11/13/2018 10:26,,2018-11-13T15:26:41.491604Z,2,"8,192",8,2,2,Primary-OTV,Backup,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,757",108,"110,757","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-acc1082/dca-acc1082.vmx,,,,,,ADC,ADC-Windows,vm132ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1020,423f8b36-ab25-8ba4-fcd7-d57ae1ca6abf,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1089,poweredOff,FALSE,green,DCA-ACC1089.dtenet.com,connected,notRunning,gray,FALSE,,,2018-10-25T15:23:43.424807Z,1,"4,096",4,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/PoweredOff,,,,notConfigured,gray,-1,-1,"81,080",79,"76,801","76,800",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-acc1089/dca-acc1089.vmx,,,,,,ADC,ADC-Windows,vm106ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),,vm-1039,423ffc61-fbba-9539-549f-39eb076f2d59,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1114,poweredOn,FALSE,green,dca-acc1114.dtenet.com,connected,running,green,FALSE,9/19/2018 19:05,,2018-09-19T23:05:33.022245Z,1,"4,096",4,2,6,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"383,199",374,"383,199","378,880",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001e] dca-acc1114/dca-acc1114.vmx,,,,,,ADC,ADC-MSSQL,vm144ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1163,423f205a-7716-70de-f4da-747404890b3f,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1115,poweredOn,FALSE,green,DCA-ACC1115.dtenet.com,connected,running,green,FALSE,11/14/2018 4:38,,2018-11-14T09:38:13.865749Z,2,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,778",108,"110,778","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00034] dca-acc1115/dca-acc1115.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1164,423fad3b-9946-69b6-809e-85b83c3187cf,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1146,poweredOn,FALSE,green,dca-acc1146.dtenet.com,connected,running,green,FALSE,9/19/2018 9:37,,2018-09-19T13:37:02.421767Z,4,"16,384",16,2,6,Primary-OTV,Backup,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"303,301",296,"303,301","286,720",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0001d] dca-acc1146/dca-acc1146.vmx,,,,,,ADC,ADC-MSSQL,vm098ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1299,423ff20f-916a-e625-eb5c-948bffe4c6d3,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1148,poweredOn,FALSE,green,WIN-2UURUG1GFB8,connected,running,green,FALSE,11/14/2018 11:56,,2018-11-14T16:56:35.282487Z,1,"4,096",4,1,2,Primary-OTV,,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"106,681",104,"106,681","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a00053] dca-acc1148/dca-acc1148.vmx,,,,,,ADC,ADC-Windows,vm107ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1301,423f71b4-2e77-98b8-970a-2982dbdec94d,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1149,poweredOn,FALSE,green,dca-acc1149.dtenet.com,connected,running,green,FALSE,11/14/2018 4:35,,2018-11-14T09:35:35.727187Z,1,"4,096",4,2,4,Primary-OTV,Backup,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"301,220",294,"301,220","296,960",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0002a] dca-acc1149/dca-acc1149.vmx,,,,,,ADC,ADC-Windows,vm133ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1298,423f7076-aad8-1db8-67e3-bb2e407cc43b,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1170,poweredOn,FALSE,green,dca-acc1170.dtenet.com,connected,running,green,FALSE,11/13/2018 17:30,,2018-11-13T22:30:34.597008Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-acc1170/dca-acc1170.vmx,,,,,,ADC,ADC-Windows,vm110ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1481,423f6d83-6f03-8cb0-d80d-cebb2a7e695a,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1171,poweredOn,FALSE,green,dca-acc1171.dtenet.com,connected,running,green,FALSE,11/14/2018 0:26,,2018-11-14T05:25:34.917464Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002c] dca-acc1171/dca-acc1171.vmx,,,,,,ADC,ADC-Windows,vm134ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1482,423f91c8-daaa-4ceb-03c5-6f8081976db5,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1172,poweredOn,FALSE,green,dca-acc1172.dtenet.com,connected,running,green,FALSE,11/14/2018 0:40,,2018-11-14T05:40:33.364261Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00020] dca-acc1172/dca-acc1172.vmx,,,,,,ADC,ADC-Windows,vm133ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1483,423f0162-3336-032f-cb8b-91b231c5f1cd,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1173,poweredOn,FALSE,green,dca-acc1173.dtenet.com,connected,running,green,FALSE,11/6/2018 7:36,,2018-11-06T12:36:10.307728Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-acc1173/dca-acc1173.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1484,423f99f2-5dc3-584e-99d0-fe53f4a4422a,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1174,poweredOn,FALSE,green,dca-acc1174.dtenet.com,connected,running,green,FALSE,11/14/2018 9:00,,2018-11-14T14:00:33.787461Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00051] dca-acc1174/dca-acc1174.vmx,,,,,,ADC,ADC-Windows,vm133ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1485,423f2657-45ed-214a-8303-e72ec7fefccd,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-acc1175,poweredOn,FALSE,green,dca-acc1175.dtenet.com,connected,running,green,FALSE,11/7/2018 21:22,,2018-11-08T02:21:46.782832Z,6,"24,576",24,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"895,147",874,"895,147","870,400",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001d] dca-acc1175/dca-acc1175.vmx,,,,,,ADC,ADC-MSSQL,vm143ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1487,423f4212-b6f1-827b-a8b7-ba59b4aaa106,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
